0.0 0
0.0 0
3.0 3.7140145
0.0 0
5.0 1.7577757
0.0 0
0.0 0
0.0 0
9.0 64.164734
0.0 0
0.0 0
0.0 0
13.0 67.62333
0.0 0
15.0 1.4698286
0.0 0
17.0 2.5225272
0.0 0
19.0 1.7642674
0.0 0
21.0 3.0152762
0.0 0
0.0 0
24.0 5.7789288
0.0 0
0.0 0
27.0 8.269285
0.0 0
29.0 27.186003
0.0 0
31.0 1.6383162
0.0 0
0.0 0
34.0 7.598479
0.0 0
0.0 0
37.0 5.182896
0.0 0
0.0 0
40.0 1.9908803
0.0 0
42.0 2.659505
0.0 0
44.0 0.41859
0.0 0
0.0 0
47.0 3.2750604
0.0 0
0.0 0
50.0 2.522523
0.0 0
52.0 3.3202217
0.0 0
54.0 6.0028014
0.0 0
0.0 0
57.0 12.242625
0.0 0
59.0 6.677615
0.0 0
61.0 2.3328643
0.0 0
0.0 0
64.0 13.6533985
0.0 0
66.0 31.668844
0.0 0
68.0 21.733164
0.0 0
0.0 0
71.0 28.661285
0.0 0
73.0 17.854654
0.0 0
0.0 0
76.0 3.5182555
0.0 0
78.0 4.490658
0.0 0
0.0 0
81.0 2.1714697
0.0 0
0.0 0
84.0 2.3079917
0.0 0
0.0 0
87.0 2.862259
0.0 0
89.0 2.125019
0.0 0
0.0 0
92.0 3.1754282
0.0 0
0.0 0
0.0 0
96.0 21.048962
0.0 0
98.0 2.2752109
0.0 0
1.0 1.8506653
0.0 0
3.0 1.6566906
0.0 0
5.0 0.12990893
0.0 0
0.0 0
0.0 0
9.0 97.04168
0.0 0
0.0 0
0.0 0
13.0 95.80221
0.0 0
15.0 0.1948893
0.0 0
17.0 0.06292805
0.0 0
19.0 0.12424737
0.0 0
21.0 0.13646752
0.0 0
0.0 0
24.0 5.7423086
0.0 0
26.0 3.3889647
0.0 0
0.0 0
29.0 57.631763
0.0 0
31.0 0.14123292
0.0 0
0.0 0
34.0 2.5047343
0.0 0
0.0 0
37.0 2.7447875
0.0 0
39.0 0.3544548
0.0 0
0.0 0
42.0 0.25523382
0.0 0
44.0 0.003146031
0.0 0
0.0 0
0.0 0
48.0 0.38702703
0.0 0
0.0 0
51.0 0.46422097
