0.0 0
0.0 0
3.0 12.26372
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
9.0 15.845908
0.0 0
0.0 0
12.0 16.294207
0.0 0
14.0 12.19197
0.0 0
0.0 0
0.0 0
0.0 0
19.0 11.939809
0.0 0
21.0 10.4368
0.0 0
23.0 12.013519
0.0 0
0.0 0
26.0 11.655941
0.0 0
0.0 0
29.0 13.824106
0.0 0
31.0 11.440861
0.0 0
0.0 0
0.0 0
35.0 15.084707
0.0 0
0.0 0
38.0 12.116377
0.0 0
40.0 9.797228
0.0 0
0.0 0
43.0 11.175264
0.0 0
0.0 0
0.0 0
47.0 13.182874
0.0 0
0.0 0
0.0 0
51.0 10.4368
0.0 0
0.0 0
54.0 12.62451
0.0 0
0.0 0
0.0 0
58.0 14.567179
0.0 0
0.0 0
61.0 12.995403
0.0 0
0.0 0
0.0 0
0.0 0
66.0 15.092942
0.0 0
68.0 13.6762905
0.0 0
0.0 0
71.0 15.3527355
0.0 0
73.0 13.367887
0.0 0
0.0 0
76.0 15.412647
0.0 0
78.0 14.903039
0.0 0
0.0 0
81.0 13.936359
0.0 0
83.0 13.562412
0.0 0
85.0 10.719899
0.0 0
87.0 12.749418
0.0 0
89.0 11.100786
0.0 0
0.0 0
92.0 13.930618
0.0 0
94.0 13.385673
0.0 0
96.0 13.936359
0.0 0
98.0 11.916228
0.0 0
1.0 6.865546
0.0 0
3.0 2.2492433
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
9.0 16.031565
0.0 0
0.0 0
12.0 16.344997
0.0 0
14.0 0.2088957
0.0 0
0.0 0
17.0 1.2921385
0.0 0
19.0 0.21047175
0.0 0
21.0 0.8865657
0.0 0
0.0 0
24.0 8.253858
0.0 0
26.0 7.2534914
0.0 0
0.0 0
29.0 11.718321
0.0 0
31.0 0.35944557
0.0 0
33.0 9.374479
0.0 0
35.0 12.010181
0.0 0
0.0 0
38.0 9.09236
0.0 0
0.0 0
0.0 0
0.0 0
43.0 0.24248062
0.0 0
0.0 0
0.0 0
0.0 0
48.0 2.6121495
0.0 0
0.0 0
51.0 0.41488898
0.0 0
53.0 8.128819
0.0 0
0.0 0
0.0 0
0.0 0
