0.0 0
0.0 0
3.0 12.259519
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
12.0 17.13531
0.0 0
14.0 13.062974
0.0 0
0.0 0
17.0 9.360004
0.0 0
19.0 10.495433
0.0 0
21.0 9.4708605
0.0 0
0.0 0
24.0 12.130019
0.0 0
0.0 0
0.0 0
0.0 0
29.0 15.139442
0.0 0
31.0 9.725372
0.0 0
33.0 12.983071
0.0 0
35.0 14.964357
0.0 0
0.0 0
38.0 11.176454
0.0 0
40.0 7.8102365
0.0 0
0.0 0
43.0 10.052712
0.0 0
0.0 0
0.0 0
47.0 11.641493
0.0 0
0.0 0
50.0 7.082171
0.0 0
0.0 0
0.0 0
0.0 0
55.0 11.067828
0.0 0
0.0 0
58.0 13.526452
0.0 0
60.0 8.045079
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
66.0 15.545892
0.0 0
68.0 14.213683
0.0 0
0.0 0
71.0 15.31152
0.0 0
73.0 14.465657
0.0 0
0.0 0
76.0 9.947675
0.0 0
78.0 14.629792
0.0 0
0.0 0
81.0 12.939717
0.0 0
83.0 12.259526
0.0 0
85.0 7.994254
0.0 0
87.0 11.728576
0.0 0
89.0 7.9534974
0.0 0
0.0 0
92.0 12.360308
0.0 0
0.0 0
0.0 0
96.0 13.537995
0.0 0
98.0 9.544163
0.0 0
1.0 4.853812
0.0 0
3.0 2.2538655
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
0.0 0
12.0 16.757132
0.0 0
14.0 0.34672523
0.0 0
0.0 0
17.0 0.3881636
0.0 0
19.0 0.12283377
0.0 0
21.0 0.29243737
0.0 0
0.0 0
24.0 7.73827
0.0 0
26.0 5.5877743
0.0 0
0.0 0
29.0 13.899181
0.0 0
31.0 0.16713297
0.0 0
33.0 6.0481224
0.0 0
35.0 8.8097105
0.0 0
0.0 0
38.0 4.7743726
0.0 0
40.0 0.071929514
0.0 0
0.0 0
43.0 0.20193319
0.0 0
0.0 0
0.0 0
0.0 0
48.0 0.2582714
0.0 0
0.0 0
51.0 0.017132621
0.0 0
53.0 0.3441928
0.0 0
55.0 0.45771357
0.0 0
